"MSN","StateCode","Year","Data","Description"
"FFTCB","NM",2000,809549.3544,"Fossil fuelS, total consumption."
"FFTCB","NM",2001,797241.6222,"Fossil fuelS, total consumption."
"FFTCB","NM",2002,759389.5513,"Fossil fuelS, total consumption."
"FFTCB","NM",2003,779896.3476,"Fossil fuelS, total consumption."
"FFTCB","NM",2004,797842.3505,"Fossil fuelS, total consumption."
"FFTCB","NM",2005,801146.732,"Fossil fuelS, total consumption."
"FFTCB","NM",2006,812543.685,"Fossil fuelS, total consumption."
"FFTCB","NM",2007,816986.9706,"Fossil fuelS, total consumption."
"FFTCB","NM",2008,797020.5995,"Fossil fuelS, total consumption."
"FFTCB","NM",2009,800618.8665,"Fossil fuelS, total consumption."
"FFTCB","TX",1960,4392410.002,"Fossil fuelS, total consumption."
"FFTCB","TX",1961,4422448.689,"Fossil fuelS, total consumption."
"FFTCB","TX",1962,4631845.297,"Fossil fuelS, total consumption."
"FFTCB","TX",1963,4819430.936,"Fossil fuelS, total consumption."
"FFTCB","TX",1964,4937063.895,"Fossil fuelS, total consumption."
"FFTCB","TX",1965,5119624.481,"Fossil fuelS, total consumption."
"FFTCB","TX",1966,5421374.077,"Fossil fuelS, total consumption."
"FFTCB","TX",1967,5713113.102,"Fossil fuelS, total consumption."
"FFTCB","TX",1968,6070596.342,"Fossil fuelS, total consumption."
"FFTCB","TX",1969,6454387.433,"Fossil fuelS, total consumption."
"FFTCB","TX",1970,6703702.019,"Fossil fuelS, total consumption."
"FFTCB","TX",1971,7050775.838,"Fossil fuelS, total consumption."
"FFTCB","TX",1972,7425110.788,"Fossil fuelS, total consumption."
"FFTCB","TX",1973,7998012.329,"Fossil fuelS, total consumption."
"FFTCB","TX",1974,7857633.195,"Fossil fuelS, total consumption."
"FFTCB","TX",1975,7317491.697,"Fossil fuelS, total consumption."
"FFTCB","TX",1976,7623019.734,"Fossil fuelS, total consumption."
"FFTCB","TX",1977,8212133.229,"Fossil fuelS, total consumption."
"FFTCB","TX",1978,8637532.923,"Fossil fuelS, total consumption."
"FFTCB","TX",1979,8942537.933,"Fossil fuelS, total consumption."
"FFTCB","TX",1980,9052435.073,"Fossil fuelS, total consumption."
"FFTCB","TX",1981,8870071.852,"Fossil fuelS, total consumption."
"FFTCB","TX",1982,8237038.84,"Fossil fuelS, total consumption."
"FFTCB","TX",1983,8167900.517,"Fossil fuelS, total consumption."
"FFTCB","TX",1984,8639364.47,"Fossil fuelS, total consumption."
"FFTCB","TX",1985,8662150.09,"Fossil fuelS, total consumption."
"FFTCB","TX",1986,8499342.752,"Fossil fuelS, total consumption."
"FFTCB","TX",1987,8718342.608,"Fossil fuelS, total consumption."
"FFTCB","TX",1988,9257462.503,"Fossil fuelS, total consumption."
"FFTCB","TX",1989,9585112.026,"Fossil fuelS, total consumption."
"FFTCB","TX",1990,9617721.547,"Fossil fuelS, total consumption."
"FFTCB","TX",1991,9589263.491,"Fossil fuelS, total consumption."
"FFTCB","TX",1992,9706242.976,"Fossil fuelS, total consumption."
"FFTCB","TX",1993,9915385.789,"Fossil fuelS, total consumption."
"FFTCB","TX",1994,10039254.92,"Fossil fuelS, total consumption."
"FFTCB","TX",1995,10160405.25,"Fossil fuelS, total consumption."
"FFTCB","TX",1996,10951761.59,"Fossil fuelS, total consumption."
"FFTCB","TX",1997,11279859.53,"Fossil fuelS, total consumption."
"FFTCB","TX",1998,11461644.72,"Fossil fuelS, total consumption."
"FFTCB","TX",1999,11194641.67,"Fossil fuelS, total consumption."
"FFTCB","TX",2000,11542905.24,"Fossil fuelS, total consumption."
"FFTCB","TX",2001,11314207.89,"Fossil fuelS, total consumption."
"FFTCB","TX",2002,11582320.58,"Fossil fuelS, total consumption."
"FFTCB","TX",2003,11416320.49,"Fossil fuelS, total consumption."
"FFTCB","TX",2004,11478408.99,"Fossil fuelS, total consumption."
"FFTCB","TX",2005,10926534.62,"Fossil fuelS, total consumption."
"FFTCB","TX",2006,11249998.5,"Fossil fuelS, total consumption."
"FFTCB","TX",2007,11332934.18,"Fossil fuelS, total consumption."
"FFTCB","TX",2008,10922957.67,"Fossil fuelS, total consumption."
"FFTCB","TX",2009,10405746.27,"Fossil fuelS, total consumption."
"GETCB","AZ",1960,0,"Geothermal energy total consumption."
"GETCB","AZ",1961,0,"Geothermal energy total consumption."
"GETCB","AZ",1962,0,"Geothermal energy total consumption."
"GETCB","AZ",1963,0,"Geothermal energy total consumption."
"GETCB","AZ",1964,0,"Geothermal energy total consumption."
"GETCB","AZ",1965,0,"Geothermal energy total consumption."
"GETCB","AZ",1966,0,"Geothermal energy total consumption."
"GETCB","AZ",1967,0,"Geothermal energy total consumption."
"GETCB","AZ",1968,0,"Geothermal energy total consumption."
"GETCB","AZ",1969,0,"Geothermal energy total consumption."
"GETCB","AZ",1970,0,"Geothermal energy total consumption."
"GETCB","AZ",1971,0,"Geothermal energy total consumption."
"GETCB","AZ",1972,0,"Geothermal energy total consumption."
"GETCB","AZ",1973,0,"Geothermal energy total consumption."
"GETCB","AZ",1974,0,"Geothermal energy total consumption."
"GETCB","AZ",1975,0,"Geothermal energy total consumption."
"GETCB","AZ",1976,0,"Geothermal energy total consumption."
"GETCB","AZ",1977,0,"Geothermal energy total consumption."
"GETCB","AZ",1978,0,"Geothermal energy total consumption."
"GETCB","AZ",1979,0,"Geothermal energy total consumption."
"GETCB","AZ",1980,0,"Geothermal energy total consumption."
"GETCB","AZ",1981,0,"Geothermal energy total consumption."
"GETCB","AZ",1982,0,"Geothermal energy total consumption."
"GETCB","AZ",1983,0,"Geothermal energy total consumption."
"GETCB","AZ",1984,0,"Geothermal energy total consumption."
"GETCB","AZ",1985,0,"Geothermal energy total consumption."
"GETCB","AZ",1986,0,"Geothermal energy total consumption."
"GETCB","AZ",1987,0,"Geothermal energy total consumption."
"GETCB","AZ",1988,0,"Geothermal energy total consumption."
"GETCB","AZ",1989,235.1,"Geothermal energy total consumption."
"GETCB","AZ",1990,235.70453,"Geothermal energy total consumption."
"GETCB","AZ",1991,236.2166,"Geothermal energy total consumption."
"GETCB","AZ",1992,236.72663,"Geothermal energy total consumption."
"GETCB","AZ",1993,237.16575,"Geothermal energy total consumption."
"GETCB","AZ",1994,236.423,"Geothermal energy total consumption."
"GETCB","AZ",1995,236.85549,"Geothermal energy total consumption."
"GETCB","AZ",1996,237.24082,"Geothermal energy total consumption."
"GETCB","AZ",1997,237.74535,"Geothermal energy total consumption."
"GETCB","AZ",1998,237.991,"Geothermal energy total consumption."
"GETCB","AZ",1999,286.2,"Geothermal energy total consumption."
"GETCB","AZ",2000,286.2,"Geothermal energy total consumption."
"GETCB","AZ",2001,287.2,"Geothermal energy total consumption."
"GETCB","AZ",2002,293.7,"Geothermal energy total consumption."
"GETCB","AZ",2003,234.62651,"Geothermal energy total consumption."
"GETCB","AZ",2004,254.89323,"Geothermal energy total consumption."
"GETCB","AZ",2005,282.94431,"Geothermal energy total consumption."
"GETCB","AZ",2006,286.55903,"Geothermal energy total consumption."
"GETCB","AZ",2007,301.53572,"Geothermal energy total consumption."
"GETCB","AZ",2008,365.87177,"Geothermal energy total consumption."
"GETCB","AZ",2009,329.09862,"Geothermal energy total consumption."
"GETCB","CA",1960,359.03968,"Geothermal energy total consumption."
"GETCB","CA",1961,1001.32365,"Geothermal energy total consumption."
"GETCB","CA",1962,1060.6778,"Geothermal energy total consumption."
"GETCB","CA",1963,1760.48335,"Geothermal energy total consumption."
"GETCB","CA",1964,2132.06144,"Geothermal energy total consumption."
"GETCB","CA",1965,1977.85394,"Geothermal energy total consumption."
"GETCB","CA",1966,1957.89502,"Geothermal energy total consumption."
"GETCB","CA",1967,3299.73549,"Geothermal energy total consumption."
"GETCB","CA",1968,4531.71875,"Geothermal energy total consumption."
"GETCB","CA",1969,6421.87537,"Geothermal energy total consumption."
"GETCB","CA",1970,5511.2704,"Geothermal energy total consumption."
"GETCB","CA",1971,5739.34546,"Geothermal energy total consumption."
"GETCB","CA",1972,15078.55931,"Geothermal energy total consumption."
"GETCB","CA",1973,20421.79236,"Geothermal energy total consumption."
"GETCB","CA",1974,25610.42511,"Geothermal energy total consumption."
"GETCB","CA",1975,33779.66583,"Geothermal energy total consumption."
"GETCB","CA",1976,37512.98981,"Geothermal energy total consumption."
"GETCB","CA",1977,37381.66573,"Geothermal energy total consumption."
"GETCB","CA",1978,30851.22443,"Geothermal energy total consumption."
"GETCB","CA",1979,40262.4857,"Geothermal energy total consumption."
"GETCB","CA",1980,52699.14465,"Geothermal energy total consumption."
"GETCB","CA",1981,59437.46184,"Geothermal energy total consumption."
"GETCB","CA",1982,50627.30966,"Geothermal energy total consumption."
"GETCB","CA",1983,63910.06473,"Geothermal energy total consumption."
"GETCB","CA",1984,80195.4651,"Geothermal energy total consumption."
"GETCB","CA",1985,96079.59621,"Geothermal energy total consumption."
"GETCB","CA",1986,105700.5124,"Geothermal energy total consumption."
"GETCB","CA",1987,110429.1734,"Geothermal energy total consumption."
"GETCB","CA",1988,104371.8054,"Geothermal energy total consumption."
"GETCB","CA",1989,143657.1078,"Geothermal energy total consumption."
"GETCB","CA",1990,152147.484,"Geothermal energy total consumption."
"GETCB","CA",1991,155529.0542,"Geothermal energy total consumption."
"GETCB","CA",1992,154136.3198,"Geothermal energy total consumption."
"GETCB","CA",1993,155586.9767,"Geothermal energy total consumption."
"GETCB","CA",1994,142640.107,"Geothermal energy total consumption."
"GETCB","CA",1995,120056.8554,"Geothermal energy total consumption."
"GETCB","CA",1996,129678.2478,"Geothermal energy total consumption."
"GETCB","CA",1997,132211.3956,"Geothermal energy total consumption."
"GETCB","CA",1998,133436.4578,"Geothermal energy total consumption."
"GETCB","CA",1999,135324.6816,"Geothermal energy total consumption."
"GETCB","CA",2000,127599.7127,"Geothermal energy total consumption."
"GETCB","CA",2001,128077.3109,"Geothermal energy total consumption."
"GETCB","CA",2002,135220.8854,"Geothermal energy total consumption."
"GETCB","CA",2003,134816.3645,"Geothermal energy total consumption."
"GETCB","CA",2004,133326.9108,"Geothermal energy total consumption."
"GETCB","CA",2005,132375.377,"Geothermal energy total consumption."
"GETCB","CA",2006,129318.5293,"Geothermal energy total consumption."
"GETCB","CA",2007,130592.3607,"Geothermal energy total consumption."
"GETCB","CA",2008,129142.7924,"Geothermal energy total consumption."
"GETCB","CA",2009,127461.1205,"Geothermal energy total consumption."
"GETCB","NM",1960,0,"Geothermal energy total consumption."
"GETCB","NM",1961,0,"Geothermal energy total consumption."
"GETCB","NM",1962,0,"Geothermal energy total consumption."
"GETCB","NM",1963,0,"Geothermal energy total consumption."
"GETCB","NM",1964,0,"Geothermal energy total consumption."
"GETCB","NM",1965,0,"Geothermal energy total consumption."
"GETCB","NM",1966,0,"Geothermal energy total consumption."
"GETCB","NM",1967,0,"Geothermal energy total consumption."
"GETCB","NM",1968,0,"Geothermal energy total consumption."
"GETCB","NM",1969,0,"Geothermal energy total consumption."
"GETCB","NM",1970,0,"Geothermal energy total consumption."
"GETCB","NM",1971,0,"Geothermal energy total consumption."
"GETCB","NM",1972,0,"Geothermal energy total consumption."
"GETCB","NM",1973,0,"Geothermal energy total consumption."
"GETCB","NM",1974,0,"Geothermal energy total consumption."
"GETCB","NM",1975,0,"Geothermal energy total consumption."
"GETCB","NM",1976,0,"Geothermal energy total consumption."
"GETCB","NM",1977,0,"Geothermal energy total consumption."
"GETCB","NM",1978,0,"Geothermal energy total consumption."
"GETCB","NM",1979,0,"Geothermal energy total consumption."
"GETCB","NM",1980,0,"Geothermal energy total consumption."
"GETCB","NM",1981,0,"Geothermal energy total consumption."
"GETCB","NM",1982,0,"Geothermal energy total consumption."
"GETCB","NM",1983,0,"Geothermal energy total consumption."
"GETCB","NM",1984,0,"Geothermal energy total consumption."
"GETCB","NM",1985,0,"Geothermal energy total consumption."
"GETCB","NM",1986,0,"Geothermal energy total consumption."
"GETCB","NM",1987,0,"Geothermal energy total consumption."
"GETCB","NM",1988,0,"Geothermal energy total consumption."
"GETCB","NM",1989,114.5,"Geothermal energy total consumption."
"GETCB","NM",1990,117.28053,"Geothermal energy total consumption."
"GETCB","NM",1991,120.93937,"Geothermal energy total consumption."
"GETCB","NM",1992,124.91641,"Geothermal energy total consumption."
"GETCB","NM",1993,127.89877,"Geothermal energy total consumption."
"GETCB","NM",1994,144.5,"Geothermal energy total consumption."
"GETCB","NM",1995,158.53529,"Geothermal energy total consumption."
"GETCB","NM",1996,160.61467,"Geothermal energy total consumption."
"GETCB","NM",1997,175.59761,"Geothermal energy total consumption."
"GETCB","NM",1998,184.5,"Geothermal energy total consumption."
"GETCB","NM",1999,643.6,"Geothermal energy total consumption."
"GETCB","NM",2000,687.9,"Geothermal energy total consumption."
"GETCB","NM",2001,737.9,"Geothermal energy total consumption."
"GETCB","NM",2002,747.9,"Geothermal energy total consumption."
"GETCB","NM",2003,562.58201,"Geothermal energy total consumption."
"GETCB","NM",2004,617.87045,"Geothermal energy total consumption."
"GETCB","NM",2005,690.1241,"Geothermal energy total consumption."
"GETCB","NM",2006,697.27622,"Geothermal energy total consumption."
"GETCB","NM",2007,732.44233,"Geothermal energy total consumption."
"GETCB","NM",2008,348.42218,"Geothermal energy total consumption."
"GETCB","NM",2009,317.06702,"Geothermal energy total consumption."
"GETCB","TX",1960,0,"Geothermal energy total consumption."
"GETCB","TX",1961,0,"Geothermal energy total consumption."
"GETCB","TX",1962,0,"Geothermal energy total consumption."
"GETCB","TX",1963,0,"Geothermal energy total consumption."
"GETCB","TX",1964,0,"Geothermal energy total consumption."
"GETCB","TX",1965,0,"Geothermal energy total consumption."
"GETCB","TX",1966,0,"Geothermal energy total consumption."
"GETCB","TX",1967,0,"Geothermal energy total consumption."
"GETCB","TX",1968,0,"Geothermal energy total consumption."
"GETCB","TX",1969,0,"Geothermal energy total consumption."
"GETCB","TX",1970,0,"Geothermal energy total consumption."
"GETCB","TX",1971,0,"Geothermal energy total consumption."
"GETCB","TX",1972,0,"Geothermal energy total consumption."
"GETCB","TX",1973,0,"Geothermal energy total consumption."
"GETCB","TX",1974,0,"Geothermal energy total consumption."
"GETCB","TX",1975,0,"Geothermal energy total consumption."
"GETCB","TX",1976,0,"Geothermal energy total consumption."
"GETCB","TX",1977,0,"Geothermal energy total consumption."
"GETCB","TX",1978,0,"Geothermal energy total consumption."
"GETCB","TX",1979,0,"Geothermal energy total consumption."
"GETCB","TX",1980,0,"Geothermal energy total consumption."
"GETCB","TX",1981,0,"Geothermal energy total consumption."
"GETCB","TX",1982,0,"Geothermal energy total consumption."
"GETCB","TX",1983,0,"Geothermal energy total consumption."
"GETCB","TX",1984,0,"Geothermal energy total consumption."
"GETCB","TX",1985,0,"Geothermal energy total consumption."
"GETCB","TX",1986,0,"Geothermal energy total consumption."
"GETCB","TX",1987,0,"Geothermal energy total consumption."
"GETCB","TX",1988,0,"Geothermal energy total consumption."
"GETCB","TX",1989,197.6,"Geothermal energy total consumption."
"GETCB","TX",1990,236.37632,"Geothermal energy total consumption."
"GETCB","TX",1991,271.52227,"Geothermal energy total consumption."
"GETCB","TX",1992,306.81413,"Geothermal energy total consumption."
"GETCB","TX",1993,338.98899,"Geothermal energy total consumption."
"GETCB","TX",1994,340.742,"Geothermal energy total consumption."
"GETCB","TX",1995,370.3163,"Geothermal energy total consumption."
"GETCB","TX",1996,417.17348,"Geothermal energy total consumption."
"GETCB","TX",1997,450.86459,"Geothermal energy total consumption."
"GETCB","TX",1998,516.269,"Geothermal energy total consumption."
"GETCB","TX",1999,562,"Geothermal energy total consumption."
"GETCB","TX",2000,562,"Geothermal energy total consumption."
"GETCB","TX",2001,639,"Geothermal energy total consumption."
"GETCB","TX",2002,694,"Geothermal energy total consumption."
"GETCB","TX",2003,913.95843,"Geothermal energy total consumption."
"GETCB","TX",2004,1006.60506,"Geothermal energy total consumption."
"GETCB","TX",2005,1161.03664,"Geothermal energy total consumption."
"GETCB","TX",2006,1296.15311,"Geothermal energy total consumption."
"GETCB","TX",2007,1485.5838,"Geothermal energy total consumption."
"GETCB","TX",2008,1698.70833,"Geothermal energy total consumption."
"GETCB","TX",2009,2057.02446,"Geothermal energy total consumption."
"HYTCB","AZ",1960,32168.50488,"Hydroelectricity total production."
"HYTCB","AZ",1961,31245.74745,"Hydroelectricity total production."
"HYTCB","AZ",1962,30861.24516,"Hydroelectricity total production."
"HYTCB","AZ",1963,30833.67301,"Hydroelectricity total production."
"HYTCB","AZ",1964,30181.71918,"Hydroelectricity total production."
"HYTCB","AZ",1965,46399.81125,"Hydroelectricity total production."
"HYTCB","AZ",1966,54380.45399,"Hydroelectricity total production."
"HYTCB","AZ",1967,52242.53798,"Hydroelectricity total production."
"HYTCB","AZ",1968,59309.14887,"Hydroelectricity total production."
"HYTCB","AZ",1969,63450.93827,"Hydroelectricity total production."
"HYTCB","AZ",1970,64579.78217,"Hydroelectricity total production."
"HYTCB","AZ",1971,69609.84906,"Hydroelectricity total production."
"HYTCB","AZ",1972,70406.32015,"Hydroelectricity total production."
"HYTCB","AZ",1973,74774.3496,"Hydroelectricity total production."
"HYTCB","AZ",1974,77275.3736,"Hydroelectricity total production."
"HYTCB","AZ",1975,75483.5631,"Hydroelectricity total production."
"HYTCB","AZ",1976,78612.19542,"Hydroelectricity total production."
"HYTCB","AZ",1977,68842.57507,"Hydroelectricity total production."
"HYTCB","AZ",1978,72740.79923,"Hydroelectricity total production."
"HYTCB","AZ",1979,75122.5793,"Hydroelectricity total production."
"HYTCB","AZ",1980,102171.4233,"Hydroelectricity total production."
"HYTCB","AZ",1981,71114.17364,"Hydroelectricity total production."
"HYTCB","AZ",1982,73333.60779,"Hydroelectricity total production."
"HYTCB","AZ",1983,152355.3319,"Hydroelectricity total production."
"HYTCB","AZ",1984,163692.0068,"Hydroelectricity total production."
"HYTCB","AZ",1985,146122.6278,"Hydroelectricity total production."
"HYTCB","AZ",1986,151060.2537,"Hydroelectricity total production."
"HYTCB","AZ",1987,105592.3349,"Hydroelectricity total production."
"HYTCB","AZ",1988,80384.6875,"Hydroelectricity total production."
"HYTCB","AZ",1989,82170.81933,"Hydroelectricity total production."
"HYTCB","AZ",1990,77157.62555,"Hydroelectricity total production."
"HYTCB","AZ",1991,70292.09544,"Hydroelectricity total production."
"HYTCB","AZ",1992,68471.86889,"Hydroelectricity total production."
"HYTCB","AZ",1993,69040.28019,"Hydroelectricity total production."
"HYTCB","AZ",1994,75981.7243,"Hydroelectricity total production."
"HYTCB","AZ",1995,85470.17673,"Hydroelectricity total production."
"HYTCB","AZ",1996,95276.44104,"Hydroelectricity total production."
"HYTCB","AZ",1997,123060.4507,"Hydroelectricity total production."
"HYTCB","AZ",1998,111863.0172,"Hydroelectricity total production."
"HYTCB","AZ",1999,99793.66264,"Hydroelectricity total production."
"HYTCB","AZ",2000,85221.35742,"Hydroelectricity total production."
"HYTCB","AZ",2001,78774.29715,"Hydroelectricity total production."
"HYTCB","AZ",2002,75556.70214,"Hydroelectricity total production."
"HYTCB","AZ",2003,72454.91114,"Hydroelectricity total production."
"HYTCB","AZ",2004,69884.87923,"Hydroelectricity total production."
"HYTCB","AZ",2005,64094.23194,"Hydroelectricity total production."
"HYTCB","AZ",2006,67378.81478,"Hydroelectricity total production."
"HYTCB","AZ",2007,65211.38016,"Hydroelectricity total production."
"HYTCB","AZ",2008,71795.27831,"Hydroelectricity total production."
"HYTCB","AZ",2009,62730.8872,"Hydroelectricity total production."
"HYTCB","CA",1960,187704.519,"Hydroelectricity total production."
"HYTCB","CA",1961,163670.0923,"Hydroelectricity total production."
"HYTCB","CA",1962,241087.4163,"Hydroelectricity total production."
"HYTCB","CA",1963,265551.1897,"Hydroelectricity total production."
"HYTCB","CA",1964,231188.2433,"Hydroelectricity total production."
"HYTCB","CA",1965,319052.1299,"Hydroelectricity total production."
"HYTCB","CA",1966,273246.5965,"Hydroelectricity total production."
"HYTCB","CA",1967,368007.4733,"Hydroelectricity total production."
"HYTCB","CA",1968,282560.503,"Hydroelectricity total production."
"HYTCB","CA",1969,422243.4716,"Hydroelectricity total production."
"HYTCB","CA",1970,399628.0481,"Hydroelectricity total production."
"HYTCB","CA",1971,408829.5457,"Hydroelectricity total production."
"HYTCB","CA",1972,329587.0651,"Hydroelectricity total production."
"HYTCB","CA",1973,402618.3604,"Hydroelectricity total production."
"HYTCB","CA",1974,484739.6517,"Hydroelectricity total production."
"HYTCB","CA",1975,417308.8107,"Hydroelectricity total production."
"HYTCB","CA",1976,240578.4684,"Hydroelectricity total production."
"HYTCB","CA",1977,148706.8893,"Hydroelectricity total production."
"HYTCB","CA",1978,385488.6825,"Hydroelectricity total production."
"HYTCB","CA",1979,351169.7637,"Hydroelectricity total production."
"HYTCB","CA",1980,423618.4329,"Hydroelectricity total production."
"HYTCB","CA",1981,311123.9805,"Hydroelectricity total production."
"HYTCB","CA",1982,525064.7575,"Hydroelectricity total production."
"HYTCB","CA",1983,598434.671,"Hydroelectricity total production."
"HYTCB","CA",1984,450580.1375,"Hydroelectricity total production."
"HYTCB","CA",1985,331348.1572,"Hydroelectricity total production."
"HYTCB","CA",1986,433077.1206,"Hydroelectricity total production."
"HYTCB","CA",1987,255937.463,"Hydroelectricity total production."
"HYTCB","CA",1988,242346.9181,"Hydroelectricity total production."
"HYTCB","CA",1989,321317.5759,"Hydroelectricity total production."
"HYTCB","CA",1990,247490.2819,"Hydroelectricity total production."
"HYTCB","CA",1991,229143.9199,"Hydroelectricity total production."
"HYTCB","CA",1992,208571.3542,"Hydroelectricity total production."
"HYTCB","CA",1993,417437.4505,"Hydroelectricity total production."
"HYTCB","CA",1994,237398.1363,"Hydroelectricity total production."
"HYTCB","CA",1995,495317.6366,"Hydroelectricity total production."
"HYTCB","CA",1996,462728.8866,"Hydroelectricity total production."
"HYTCB","CA",1997,419290.0783,"Hydroelectricity total production."
"HYTCB","CA",1998,505242.9954,"Hydroelectricity total production."
"HYTCB","CA",1999,416573.1567,"Hydroelectricity total production."
"HYTCB","CA",2000,391042.951,"Hydroelectricity total production."
"HYTCB","CA",2001,263923.1714,"Hydroelectricity total production."
"HYTCB","CA",2002,316793.6086,"Hydroelectricity total production."
"HYTCB","CA",2003,372472.3694,"Hydroelectricity total production."
"HYTCB","CA",2004,342160.3931,"Hydroelectricity total production."
"HYTCB","CA",2005,396279.0337,"Hydroelectricity total production."
"HYTCB","CA",2006,476581.963,"Hydroelectricity total production."
"HYTCB","CA",2007,270107.4899,"Hydroelectricity total production."
"HYTCB","CA",2008,237755.436,"Hydroelectricity total production."
"HYTCB","CA",2009,272187.2346,"Hydroelectricity total production."
"HYTCB","NM",1960,745.4528,"Hydroelectricity total production."
"HYTCB","NM",1961,553.3314,"Hydroelectricity total production."
"HYTCB","NM",1962,672.22786,"Hydroelectricity total production."
"HYTCB","NM",1963,456.59592,"Hydroelectricity total production."
"HYTCB","NM",1964,98.72989,"Hydroelectricity total production."
"HYTCB","NM",1965,447.98422,"Hydroelectricity total production."
"HYTCB","NM",1966,705.83497,"Hydroelectricity total production."
"HYTCB","NM",1967,366.53875,"Hydroelectricity total production."
"HYTCB","NM",1968,446.50052,"Hydroelectricity total production."
"HYTCB","NM",1969,667.5633,"Hydroelectricity total production."
"HYTCB","NM",1970,690.03297,"Hydroelectricity total production."
"HYTCB","NM",1971,285.4312,"Hydroelectricity total production."
"HYTCB","NM",1972,209.68694,"Hydroelectricity total production."
"HYTCB","NM",1973,674.8175,"Hydroelectricity total production."
"HYTCB","NM",1974,765.77451,"Hydroelectricity total production."
"HYTCB","NM",1975,659.5635,"Hydroelectricity total production."
"HYTCB","NM",1976,790.47447,"Hydroelectricity total production."
"HYTCB","NM",1977,291.42868,"Hydroelectricity total production."
"HYTCB","NM",1978,311.77285,"Hydroelectricity total production."
"HYTCB","NM",1979,702.06799,"Hydroelectricity total production."
"HYTCB","NM",1980,977.49002,"Hydroelectricity total production."
"HYTCB","NM",1981,919.63403,"Hydroelectricity total production."
"HYTCB","NM",1982,821.0258,"Hydroelectricity total production."
"HYTCB","NM",1983,933.46064,"Hydroelectricity total production."
"HYTCB","NM",1984,979.20936,"Hydroelectricity total production."
"HYTCB","NM",1985,1336.18175,"Hydroelectricity total production."
"HYTCB","NM",1986,1737.58764,"Hydroelectricity total production."
"HYTCB","NM",1987,1710.59142,"Hydroelectricity total production."
"HYTCB","NM",1988,1036.26118,"Hydroelectricity total production."
"HYTCB","NM",1989,2423.22842,"Hydroelectricity total production."
"HYTCB","NM",1990,2136.93487,"Hydroelectricity total production."
"HYTCB","NM",1991,2474.45909,"Hydroelectricity total production."
"HYTCB","NM",1992,2637.68573,"Hydroelectricity total production."
"HYTCB","NM",1993,3029.06254,"Hydroelectricity total production."
"HYTCB","NM",1994,2196.17324,"Hydroelectricity total production."
"HYTCB","NM",1995,2721.54304,"Hydroelectricity total production."
"HYTCB","NM",1996,2186.89966,"Hydroelectricity total production."
"HYTCB","NM",1997,2643.22653,"Hydroelectricity total production."
"HYTCB","NM",1998,2410.69316,"Hydroelectricity total production."
"HYTCB","NM",1999,2481.95246,"Hydroelectricity total production."
"HYTCB","NM",2000,2255.97155,"Hydroelectricity total production."
"HYTCB","NM",2001,2452.22756,"Hydroelectricity total production."
"HYTCB","NM",2002,2691.68424,"Hydroelectricity total production."
"HYTCB","NM",2003,1748.12846,"Hydroelectricity total production."
"HYTCB","NM",2004,1392.52683,"Hydroelectricity total production."
"HYTCB","NM",2005,1649.76501,"Hydroelectricity total production."
"HYTCB","NM",2006,1966.05491,"Hydroelectricity total production."
"HYTCB","NM",2007,2648.69455,"Hydroelectricity total production."
"HYTCB","NM",2008,3077.28595,"Hydroelectricity total production."
"HYTCB","NM",2009,2644.59888,"Hydroelectricity total production."
"HYTCB","TX",1960,11858.66056,"Hydroelectricity total production."
"HYTCB","TX",1961,13142.739,"Hydroelectricity total production."
"HYTCB","TX",1962,8446.13605,"Hydroelectricity total production."
"HYTCB","TX",1963,5008.91804,"Hydroelectricity total production."
"HYTCB","TX",1964,4747.83345,"Hydroelectricity total production."
"HYTCB","TX",1965,7770.917,"Hydroelectricity total production."
"HYTCB","TX",1966,8195.3552,"Hydroelectricity total production."
"HYTCB","TX",1967,6043.41408,"Hydroelectricity total production."
"HYTCB","TX",1968,13790.12914,"Hydroelectricity total production."
"HYTCB","TX",1969,13278.80561,"Hydroelectricity total production."
"HYTCB","TX",1970,10549.85956,"Hydroelectricity total production."
"HYTCB","TX",1971,9219.70746,"Hydroelectricity total production."
"HYTCB","TX",1972,8614.71531,"Hydroelectricity total production."
"HYTCB","TX",1973,17662.50512,"Hydroelectricity total production."
"HYTCB","TX",1974,17035.43383,"Hydroelectricity total production."
"HYTCB","TX",1975,20052.04982,"Hydroelectricity total production."
"HYTCB","TX",1976,11080.38674,"Hydroelectricity total production."
"HYTCB","TX",1977,12199.3185,"Hydroelectricity total production."
"HYTCB","TX",1978,7923.41934,"Hydroelectricity total production."
"HYTCB","TX",1979,12447.87779,"Hydroelectricity total production."
"HYTCB","TX",1980,10171.1505,"Hydroelectricity total production."
"HYTCB","TX",1981,11972.11358,"Hydroelectricity total production."
"HYTCB","TX",1982,10737.83655,"Hydroelectricity total production."
"HYTCB","TX",1983,11648.20688,"Hydroelectricity total production."
"HYTCB","TX",1984,10766.6154,"Hydroelectricity total production."
"HYTCB","TX",1985,14635.59929,"Hydroelectricity total production."
"HYTCB","TX",1986,20603.02186,"Hydroelectricity total production."
"HYTCB","TX",1987,22481.84731,"Hydroelectricity total production."
"HYTCB","TX",1988,12750.63555,"Hydroelectricity total production."
"HYTCB","TX",1989,15033.98291,"Hydroelectricity total production."
"HYTCB","TX",1990,18657.28725,"Hydroelectricity total production."
"HYTCB","TX",1991,23215.72732,"Hydroelectricity total production."
