"MSN","StateCode","Year","Data","Description","Renewable"
"FNICB","NM",2008,0,"Petrochemical feedstocks, naphtha less than 401 degrees F, consumed by the industrial sector.","FALSE"
"FNICB","NM",2009,0,"Petrochemical feedstocks, naphtha less than 401 degrees F, consumed by the industrial sector.","FALSE"
"FNICB","TX",1960,0,"Petrochemical feedstocks, naphtha less than 401 degrees F, consumed by the industrial sector.","FALSE"
"FNICB","TX",1961,0,"Petrochemical feedstocks, naphtha less than 401 degrees F, consumed by the industrial sector.","FALSE"
"FNICB","TX",1962,0,"Petrochemical feedstocks, naphtha less than 401 degrees F, consumed by the industrial sector.","FALSE"
"FNICB","TX",1963,40713.1535,"Petrochemical feedstocks, naphtha less than 401 degrees F, consumed by the industrial sector.","FALSE"
"FNICB","TX",1964,45447.80007,"Petrochemical feedstocks, naphtha less than 401 degrees F, consumed by the industrial sector.","FALSE"
"FNICB","TX",1965,43484.4285,"Petrochemical feedstocks, naphtha less than 401 degrees F, consumed by the industrial sector.","FALSE"
"FNICB","TX",1966,67297.99523,"Petrochemical feedstocks, naphtha less than 401 degrees F, consumed by the industrial sector.","FALSE"
"FNICB","TX",1967,85019.99199,"Petrochemical feedstocks, naphtha less than 401 degrees F, consumed by the industrial sector.","FALSE"
"FNICB","TX",1968,93917.29558,"Petrochemical feedstocks, naphtha less than 401 degrees F, consumed by the industrial sector.","FALSE"
"FNICB","TX",1969,97211.78017,"Petrochemical feedstocks, naphtha less than 401 degrees F, consumed by the industrial sector.","FALSE"
"FNICB","TX",1970,96722.08231,"Petrochemical feedstocks, naphtha less than 401 degrees F, consumed by the industrial sector.","FALSE"
"FNICB","TX",1971,110203.6141,"Petrochemical feedstocks, naphtha less than 401 degrees F, consumed by the industrial sector.","FALSE"
"FNICB","TX",1972,112635.7313,"Petrochemical feedstocks, naphtha less than 401 degrees F, consumed by the industrial sector.","FALSE"
"FNICB","TX",1973,110205.5536,"Petrochemical feedstocks, naphtha less than 401 degrees F, consumed by the industrial sector.","FALSE"
"FNICB","TX",1974,120013.5414,"Petrochemical feedstocks, naphtha less than 401 degrees F, consumed by the industrial sector.","FALSE"
"FNICB","TX",1975,103785.8503,"Petrochemical feedstocks, naphtha less than 401 degrees F, consumed by the industrial sector.","FALSE"
"FNICB","TX",1976,158492.4561,"Petrochemical feedstocks, naphtha less than 401 degrees F, consumed by the industrial sector.","FALSE"
"FNICB","TX",1977,160611.5415,"Petrochemical feedstocks, naphtha less than 401 degrees F, consumed by the industrial sector.","FALSE"
"FNICB","TX",1978,161943.5381,"Petrochemical feedstocks, naphtha less than 401 degrees F, consumed by the industrial sector.","FALSE"
"FNICB","TX",1979,187502.3036,"Petrochemical feedstocks, naphtha less than 401 degrees F, consumed by the industrial sector.","FALSE"
"FNICB","TX",1980,195630.5099,"Petrochemical feedstocks, naphtha less than 401 degrees F, consumed by the industrial sector.","FALSE"
"FNICB","TX",1981,181505.1864,"Petrochemical feedstocks, naphtha less than 401 degrees F, consumed by the industrial sector.","FALSE"
"FNICB","TX",1982,130253.8648,"Petrochemical feedstocks, naphtha less than 401 degrees F, consumed by the industrial sector.","FALSE"
"FNICB","TX",1983,116910.1848,"Petrochemical feedstocks, naphtha less than 401 degrees F, consumed by the industrial sector.","FALSE"
"FNICB","TX",1984,113764.0084,"Petrochemical feedstocks, naphtha less than 401 degrees F, consumed by the industrial sector.","FALSE"
"FNICB","TX",1985,97155.22431,"Petrochemical feedstocks, naphtha less than 401 degrees F, consumed by the industrial sector.","FALSE"
"FNICB","TX",1986,125308.9851,"Petrochemical feedstocks, naphtha less than 401 degrees F, consumed by the industrial sector.","FALSE"
"FNICB","TX",1987,127701.5102,"Petrochemical feedstocks, naphtha less than 401 degrees F, consumed by the industrial sector.","FALSE"
"FNICB","TX",1988,130521.6848,"Petrochemical feedstocks, naphtha less than 401 degrees F, consumed by the industrial sector.","FALSE"
"FNICB","TX",1989,142634.5656,"Petrochemical feedstocks, naphtha less than 401 degrees F, consumed by the industrial sector.","FALSE"
"FNICB","TX",1990,127664.9096,"Petrochemical feedstocks, naphtha less than 401 degrees F, consumed by the industrial sector.","FALSE"
"FNICB","TX",1991,113483.7437,"Petrochemical feedstocks, naphtha less than 401 degrees F, consumed by the industrial sector.","FALSE"
"FNICB","TX",1992,143161.5636,"Petrochemical feedstocks, naphtha less than 401 degrees F, consumed by the industrial sector.","FALSE"
"FNICB","TX",1993,133088.9948,"Petrochemical feedstocks, naphtha less than 401 degrees F, consumed by the industrial sector.","FALSE"
"FNICB","TX",1994,151214.0404,"Petrochemical feedstocks, naphtha less than 401 degrees F, consumed by the industrial sector.","FALSE"
"FNICB","TX",1995,141581.7481,"Petrochemical feedstocks, naphtha less than 401 degrees F, consumed by the industrial sector.","FALSE"
"FNICB","TX",1996,200230.639,"Petrochemical feedstocks, naphtha less than 401 degrees F, consumed by the industrial sector.","FALSE"
"FNICB","TX",1997,224070.1254,"Petrochemical feedstocks, naphtha less than 401 degrees F, consumed by the industrial sector.","FALSE"
"FNICB","TX",1998,243961.2105,"Petrochemical feedstocks, naphtha less than 401 degrees F, consumed by the industrial sector.","FALSE"
"FNICB","TX",1999,209741.0024,"Petrochemical feedstocks, naphtha less than 401 degrees F, consumed by the industrial sector.","FALSE"
"FNICB","TX",2000,256301.8827,"Petrochemical feedstocks, naphtha less than 401 degrees F, consumed by the industrial sector.","FALSE"
"FNICB","TX",2001,178159.4426,"Petrochemical feedstocks, naphtha less than 401 degrees F, consumed by the industrial sector.","FALSE"
"FNICB","TX",2002,210217.0448,"Petrochemical feedstocks, naphtha less than 401 degrees F, consumed by the industrial sector.","FALSE"
"FNICB","TX",2003,221187.6078,"Petrochemical feedstocks, naphtha less than 401 degrees F, consumed by the industrial sector.","FALSE"
"FNICB","TX",2004,270434.8872,"Petrochemical feedstocks, naphtha less than 401 degrees F, consumed by the industrial sector.","FALSE"
"FNICB","TX",2005,252116.5279,"Petrochemical feedstocks, naphtha less than 401 degrees F, consumed by the industrial sector.","FALSE"
"FNICB","TX",2006,322511.4938,"Petrochemical feedstocks, naphtha less than 401 degrees F, consumed by the industrial sector.","FALSE"
"FNICB","TX",2007,288458.9395,"Petrochemical feedstocks, naphtha less than 401 degrees F, consumed by the industrial sector.","FALSE"
"FNICB","TX",2008,244722.4546,"Petrochemical feedstocks, naphtha less than 401 degrees F, consumed by the industrial sector.","FALSE"
"FNICB","TX",2009,242001.3724,"Petrochemical feedstocks, naphtha less than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","AZ",1960,0,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","AZ",1961,0,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","AZ",1962,0,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","AZ",1963,0,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","AZ",1964,0,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","AZ",1965,0,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","AZ",1966,0,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","AZ",1967,0,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","AZ",1968,0,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","AZ",1969,0,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","AZ",1970,0,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","AZ",1971,0,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","AZ",1972,0,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","AZ",1973,0,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","AZ",1974,0,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","AZ",1975,0,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","AZ",1976,0,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","AZ",1977,0,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","AZ",1978,0,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","AZ",1979,0,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","AZ",1980,0,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","AZ",1981,0,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","AZ",1982,0,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","AZ",1983,0,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","AZ",1984,0,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","AZ",1985,0,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","AZ",1986,0,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","AZ",1987,0,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","AZ",1988,0,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","AZ",1989,0,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","AZ",1990,0,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","AZ",1991,0,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","AZ",1992,0,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","AZ",1993,0,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","AZ",1994,0,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","AZ",1995,0,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","AZ",1996,3665.10235,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","AZ",1997,4326.13809,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","AZ",1998,4112.27875,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","AZ",1999,4074.47519,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","AZ",2000,3627.47436,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","AZ",2001,817.94446,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","AZ",2002,780.42255,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","AZ",2003,863.53604,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","AZ",2004,962.45089,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","AZ",2005,874.15897,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","AZ",2006,1184.03336,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","AZ",2007,1114.32535,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","AZ",2008,970.06783,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","AZ",2009,636.13048,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","CA",1960,0,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","CA",1961,0,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","CA",1962,0,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","CA",1963,3251.8578,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","CA",1964,3639.07957,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","CA",1965,3223.68577,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","CA",1966,4290.26523,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","CA",1967,4322.61204,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","CA",1968,4937.20144,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","CA",1969,4868.91374,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","CA",1970,5631.93905,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","CA",1971,6747.94882,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","CA",1972,9155.90224,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","CA",1973,10905.52353,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","CA",1974,10103.05213,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","CA",1975,8543.75945,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","CA",1976,7394.31704,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","CA",1977,11687.49954,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","CA",1978,14543.15285,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","CA",1979,17297.73267,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","CA",1980,17552.3807,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","CA",1981,17359.85437,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","CA",1982,12449.3284,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","CA",1983,12208.08224,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","CA",1984,11213.08096,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","CA",1985,12053.96824,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","CA",1986,14557.17467,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","CA",1987,13247.69183,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","CA",1988,13911.39659,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","CA",1989,13012.83814,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","CA",1990,17986.316,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","CA",1991,12322.13574,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","CA",1992,12131.78359,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","CA",1993,12572.09226,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","CA",1994,12491.14485,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","CA",1995,11930.67314,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","CA",1996,5977.14137,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","CA",1997,7055.17505,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","CA",1998,6706.40789,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","CA",1999,6644.75685,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","CA",2000,5915.77668,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","CA",2001,14902.05003,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","CA",2002,14218.44206,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","CA",2003,15732.67883,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","CA",2004,17534.79881,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","CA",2005,15926.21708,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","CA",2006,6435.89181,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","CA",2007,6056.98919,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","CA",2008,5272.86794,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","CA",2009,3457.72949,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","NM",1960,0,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","NM",1961,0,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","NM",1962,0,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","NM",1963,0,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","NM",1964,0,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","NM",1965,0,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","NM",1966,0,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","NM",1967,0,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","NM",1968,0,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","NM",1969,0,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","NM",1970,0,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","NM",1971,0,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","NM",1972,0,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","NM",1973,0,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","NM",1974,0,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","NM",1975,0,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","NM",1976,0,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","NM",1977,0,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","NM",1978,0,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","NM",1979,0,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","NM",1980,0,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","NM",1981,0,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","NM",1982,0,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","NM",1983,0,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","NM",1984,0,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","NM",1985,0,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","NM",1986,282.00363,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","NM",1987,256.63616,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","NM",1988,269.49351,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","NM",1989,252.08654,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","NM",1990,348.43344,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","NM",1991,904.03977,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","NM",1992,890.07421,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","NM",1993,922.37838,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","NM",1994,916.4395,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","NM",1995,875.31931,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","NM",1996,6028.71015,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","NM",1997,7116.04479,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","NM",1998,6764.26855,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","NM",1999,6702.08563,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","NM",2000,5966.81603,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","NM",2001,1311.68329,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","NM",2002,1251.51185,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","NM",2003,1384.79548,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","NM",2004,1543.41868,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","NM",2005,1401.83075,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","NM",2006,0,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","NM",2007,0,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","NM",2008,0,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","NM",2009,0,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","TX",1960,0,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","TX",1961,0,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","TX",1962,0,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","TX",1963,46424.73996,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","TX",1964,51952.86278,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","TX",1965,46022.54544,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","TX",1966,44746.33844,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","TX",1967,45083.70718,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","TX",1968,51493.71298,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","TX",1969,50781.49011,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","TX",1970,58739.64344,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","TX",1971,80826.30847,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
"FOICB","TX",1972,109668.5521,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, consumed by the industrial sector.","FALSE"
